From	Entry	Entry Name	Gene Names
9606.ENSP00000240100	Q13115	DUS4_HUMAN	DUSP4 MKP2 VH2
9606.ENSP00000240123	O60504	VINEX_HUMAN	SORBS3 SCAM1
9606.ENSP00000240185	Q13148	TADBP_HUMAN	TARDBP TDP43
9606.ENSP00000240851	Q92734	TFG_HUMAN	TFG
9606.ENSP00000240874	O60229	KALRN_HUMAN	KALRN DUET DUO HAPIP TRAD
9606.ENSP00000241014	Q9UQF2	JIP1_HUMAN	MAPK8IP1 IB1 JIP1 PRKM8IP
9606.ENSP00000241125	Q9Y6H8	CXA3_HUMAN	GJA3
9606.ENSP00000241256	Q92847	GHSR_HUMAN	GHSR
9606.ENSP00000241261	P50591	TNF10_HUMAN	TNFSF10 APO2L TRAIL
9606.ENSP00000241305	Q8N436	CPXM2_HUMAN	CPXM2 CPX2 UNQ676/PRO1310
9606.ENSP00000241453	P36888	FLT3_HUMAN	FLT3 CD135 FLK2 STK1
9606.ENSP00000242067	Q3SYG4	PTHB1_HUMAN	BBS9 PTHB1
9606.ENSP00000242108	Q7L9B9	EEPD1_HUMAN	EEPD1 KIAA1706
9606.ENSP00000242249	O60896	RAMP3_HUMAN	RAMP3
9606.ENSP00000242285	P09496	CLCA_HUMAN	CLTA
9606.ENSP00000242592	P16219	ACADS_HUMAN	ACADS
9606.ENSP00000242729	Q14714	SSPN_HUMAN	SSPN KRAG
9606.ENSP00000243045	Q53FV1	ORML2_HUMAN	ORMDL2 HSPC160 MSTP095
9606.ENSP00000243253	P61619	S61A1_HUMAN	SEC61A1 SEC61A
9606.ENSP00000243389	Q7Z2H8	S36A1_HUMAN	SLC36A1 PAT1
9606.ENSP00000243457	P63252	KCNJ2_HUMAN	KCNJ2 IRK1
9606.ENSP00000243563	P09012	SNRPA_HUMAN	SNRPA
9606.ENSP00000243662	P57729	RAB38_HUMAN	RAB38
9606.ENSP00000243997	P56381	ATP5E_HUMAN	ATP5F1E ATP5E
9606.ENSP00000244007	P19174	PLCG1_HUMAN	PLCG1 PLC1
9606.ENSP00000244020	Q13247	SRSF6_HUMAN	SRSF6 SFRS6 SRP55
9606.ENSP00000244043	Q16647	PTGIS_HUMAN	PTGIS CYP8 CYP8A1
9606.ENSP00000244137	P12955	PEPD_HUMAN	PEPD PRD
9606.ENSP00000244174	Q01113	IL9R_HUMAN	IL9R
9606.ENSP00000244221	Q9ULR5	PAI2B_HUMAN	PAIP2B KIAA1155
9606.ENSP00000244360	Q9H2S5	RNF39_HUMAN	RNF39 HZFW
9606.ENSP00000244709	Q9NP99	TREM1_HUMAN	TREM1
9606.ENSP00000244728	Q96P44	COLA1_HUMAN	COL21A1 COL1AL FP633
9606.ENSP00000244763	P43307	SSRA_HUMAN	SSR1 TRAPA PSEC0262
9606.ENSP00000244769	P54253	ATX1_HUMAN	ATXN1 ATX1 SCA1
9606.ENSP00000245206	P00505	AATM_HUMAN	GOT2 KYAT4
9606.ENSP00000245312	Q12908	NTCP2_HUMAN	SLC10A2 ASBT ISBT NTCP2
9606.ENSP00000245323	P52799	EFNB2_HUMAN	EFNB2 EPLG5 HTKL LERK5
9606.ENSP00000245414	P10914	IRF1_HUMAN	IRF1
9606.ENSP00000245451	P12644	BMP4_HUMAN	BMP4 BMP2B DVR4
9606.ENSP00000245479	P48436	SOX9_HUMAN	SOX9
9606.ENSP00000245539	Q9Y2R9	RT07_HUMAN	MRPS7
9606.ENSP00000245552	Q8TCD5	NT5C_HUMAN	NT5C DNT1 UMPH2
9606.ENSP00000245564	Q9BUK6	MSTO1_HUMAN	MSTO1 LST005 SLTP005
9606.ENSP00000245796	Q8NDX1	PSD4_HUMAN	PSD4 EFA6B TIC
9606.ENSP00000245903	P32970	CD70_HUMAN	CD70 CD27L CD27LG TNFSF7
9606.ENSP00000245908	Q9BRG2	SH23A_HUMAN	SH2D3A NSP1 UNQ175/PRO201
9606.ENSP00000245932	P50552	VASP_HUMAN	VASP
9606.ENSP00000245957	Q8NHU2	CFA61_HUMAN	CFAP61 C20orf26
9606.ENSP00000246006	Q9NPY3	C1QR1_HUMAN	CD93 C1QR1 MXRA4
9606.ENSP00000246069	P60981	DEST_HUMAN	DSTN ACTDP DSN
9606.ENSP00000246080	Q12870	TCF15_HUMAN	TCF15 BHLHA40 BHLHEC2
9606.ENSP00000246115	O95977	S1PR4_HUMAN	S1PR4 EDG6
9606.ENSP00000246194	Q9UKM9	RALY_HUMAN	RALY HNRPCL2 P542
9606.ENSP00000246533	P04632	CPNS1_HUMAN	CAPNS1 CAPN4 CAPNS
9606.ENSP00000246548	Q9UBT2	SAE2_HUMAN	UBA2 SAE2 UBLE1B HRIHFB2115
9606.ENSP00000246551	Q9UBK5	HCST_HUMAN	HCST DAP10 KAP10 PIK3AP UNQ587/PRO1157
9606.ENSP00000246657	P32248	CCR7_HUMAN	CCR7 CMKBR7 EBI1 EVI1
9606.ENSP00000246672	P20393	NR1D1_HUMAN	NR1D1 EAR1 HREV THRAL
9606.ENSP00000246868	Q9Y3A5	SBDS_HUMAN	SBDS CGI-97
9606.ENSP00000247226	A1L390	PKHG3_HUMAN	PLEKHG3 KIAA0599
9606.ENSP00000247461	P27824	CALX_HUMAN	CANX
9606.ENSP00000247470	Q9ULZ3	ASC_HUMAN	PYCARD ASC CARD5 TMS1
9606.ENSP00000247815	Q8NG08	HELB_HUMAN	HELB
9606.ENSP00000247843	O95619	YETS4_HUMAN	YEATS4 GAS41
9606.ENSP00000247883	Q9NYW4	TA2R5_HUMAN	TAS2R5
9606.ENSP00000248121	O43761	SNG3_HUMAN	SYNGR3
9606.ENSP00000248342	Q9UBQ5	EIF3K_HUMAN	EIF3K EIF3S12 ARG134 HSPC029 MSTP001 PTD001
9606.ENSP00000248444	P09327	VILI_HUMAN	VIL1 VIL
9606.ENSP00000248553	P04792	HSPB1_HUMAN	HSPB1 HSP27 HSP28
9606.ENSP00000248598	Q14314	FGL2_HUMAN	FGL2
9606.ENSP00000248643	Q99551	MTEF1_HUMAN	MTERF1 MTERF
9606.ENSP00000248901	Q9UIA0	CYH4_HUMAN	CYTH4 CYT4 PSCD4
9606.ENSP00000248933	Q9BYH1	SE6L1_HUMAN	SEZ6L KIAA0927 UNQ2542/PRO6094
9606.ENSP00000249014	Q00587	BORG5_HUMAN	CDC42EP1 BORG5 CEP1 MSE55
9606.ENSP00000249066	Q9BQE5	APOL2_HUMAN	APOL2
9606.ENSP00000249071	P15153	RAC2_HUMAN	RAC2
9606.ENSP00000249269	O75439	MPPB_HUMAN	PMPCB MPPB
9606.ENSP00000249330	O15240	VGF_HUMAN	VGF
9606.ENSP00000249442	O75431	MTX2_HUMAN	MTX2
9606.ENSP00000249647	O00161	SNP23_HUMAN	SNAP23
9606.ENSP00000249806	Q9NWW5	CLN6_HUMAN	CLN6
9606.ENSP00000249842	O14498	ISLR_HUMAN	ISLR UNQ189/PRO215
9606.ENSP00000249923	P53618	COPB_HUMAN	COPB1 COPB MSTP026
9606.ENSP00000250092	P34810	CD68_HUMAN	CD68
9606.ENSP00000250113	P51116	FXR2_HUMAN	FXR2 FMR1L2
9606.ENSP00000250244	Q9Y6Q5	AP1M2_HUMAN	AP1M2
9606.ENSP00000250457	Q9H6Z9	EGLN3_HUMAN	EGLN3
9606.ENSP00000250498	P61803	DAD1_HUMAN	DAD1
9606.ENSP00000250615	Q16613	SNAT_HUMAN	AANAT SNAT
9606.ENSP00000250894	Q9UPT6	JIP3_HUMAN	MAPK8IP3 JIP3 KIAA1066
9606.ENSP00000251020	Q9NSC2	SALL1_HUMAN	SALL1 SAL1 ZNF794
9606.ENSP00000251047	P49257	LMAN1_HUMAN	LMAN1 ERGIC53 F5F8D
9606.ENSP00000251203	Q9BYU1	PBX4_HUMAN	PBX4
9606.ENSP00000251287	Q9UL51	HCN2_HUMAN	HCN2 BCNG2
9606.ENSP00000251296	Q96ID5	IGS21_HUMAN	IGSF21
9606.ENSP00000251413	P23258	TBG1_HUMAN	TUBG1 TUBG
9606.ENSP00000251453	P62249	RS16_HUMAN	RPS16
9606.ENSP00000251496	Q9BPX3	CND3_HUMAN	NCAPG CAPG NYMEL3
9606.ENSP00000251507	Q5R372	RBG1L_HUMAN	RABGAP1L HHL KIAA0471
9606.ENSP00000251582	O95450	ATS2_HUMAN	ADAMTS2 PCINP PCPNI
9606.ENSP00000251636	Q7Z478	DHX29_HUMAN	DHX29 DDX29
9606.ENSP00000251775	O95219	SNX4_HUMAN	SNX4
9606.ENSP00000251993	Q6ICG6	K0930_HUMAN	KIAA0930 C22orf9
9606.ENSP00000252102	O43678	NDUA2_HUMAN	NDUFA2
9606.ENSP00000252229	Q29980	MICB_HUMAN	MICB PERB11.2
9606.ENSP00000252321	P22460	KCNA5_HUMAN	KCNA5
9606.ENSP00000252486	P02649	APOE_HUMAN	APOE
9606.ENSP00000252505	Q8N6M5	ALLC_HUMAN	ALLC
9606.ENSP00000252512	Q9UIA9	XPO7_HUMAN	XPO7 KIAA0745 RANBP16
9606.ENSP00000252542	Q14151	SAFB2_HUMAN	SAFB2 KIAA0138
9606.ENSP00000252575	O14594	NCAN_HUMAN	NCAN CSPG3 NEUR
9606.ENSP00000252599	Q8NBJ5	GT251_HUMAN	COLGALT1 GLT25D1 PSEC0241
9606.ENSP00000252603	O95336	6PGL_HUMAN	PGLS
9606.ENSP00000252699	O43707	ACTN4_HUMAN	ACTN4
9606.ENSP00000252711	O95299	NDUAA_HUMAN	NDUFA10
9606.ENSP00000252744	Q9HCJ5	ZSWM6_HUMAN	ZSWIM6 KIAA1577
9606.ENSP00000252804	Q92626	PXDN_HUMAN	PXDN KIAA0230 MG50 PRG2 PXD01 VPO VPO1
9606.ENSP00000252826	Q8TD43	TRPM4_HUMAN	TRPM4 LTRPC4
9606.ENSP00000252934	Q9UBB4	ATX10_HUMAN	ATXN10 SCA10
9606.ENSP00000252999	O15230	LAMA5_HUMAN	LAMA5 KIAA0533 KIAA1907
9606.ENSP00000253023	P61081	UBC12_HUMAN	UBE2M UBC12
9606.ENSP00000253039	P41091	IF2G_HUMAN	EIF2S3 EIF2G
9606.ENSP00000253083	O75146	HIP1R_HUMAN	HIP1R HIP12 KIAA0655
9606.ENSP00000253099	Q9BYD3	RM04_HUMAN	MRPL4 CDABP0091 CGI-28
9606.ENSP00000253108	O75821	EIF3G_HUMAN	EIF3G EIF3S4
9606.ENSP00000253110	Q9NUL5	SHFL_HUMAN	SHFL C19orf66 FLJ11286 IRAV RYDEN SFL
9606.ENSP00000253329	Q8WUA2	PPIL4_HUMAN	PPIL4
9606.ENSP00000253413	P36543	VATE1_HUMAN	ATP6V1E1 ATP6E ATP6E2
9606.ENSP00000253462	Q9Y248	PSF2_HUMAN	GINS2 PSF2 CGI-122 DC5 HSPC037
9606.ENSP00000253686	P82663	RT25_HUMAN	MRPS25 RPMS25
9606.ENSP00000253693	Q9Y6W3	CAN7_HUMAN	CAPN7 PALBH
9606.ENSP00000253697	Q8ND61	CC020_HUMAN	C3orf20
9606.ENSP00000253792	P53396	ACLY_HUMAN	ACLY
9606.ENSP00000253794	Q9BRG1	VPS25_HUMAN	VPS25 DERP9 EAP20
9606.ENSP00000253861	Q96A65	EXOC4_HUMAN	EXOC4 KIAA1699 SEC8 SEC8L1
9606.ENSP00000254079	Q9UD71	PPR1B_HUMAN	PPP1R1B DARPP32
9606.ENSP00000254193	P09661	RU2A_HUMAN	SNRPA1
9606.ENSP00000254301	P17931	LEG3_HUMAN	LGALS3 MAC2
9606.ENSP00000254436	P19474	RO52_HUMAN	TRIM21 RNF81 RO52 SSA1
9606.ENSP00000254442	Q9Y4E6	WDR7_HUMAN	WDR7 KIAA0541 TRAG
9606.ENSP00000254480	Q92922	SMRC1_HUMAN	SMARCC1 BAF155
9606.ENSP00000254488	P48066	S6A11_HUMAN	SLC6A11 GABT3 GAT3
9606.ENSP00000254521	P56937	DHB7_HUMAN	HSD17B7 17HSD7 SDR37C1 UNQ2563/PRO6243
9606.ENSP00000254661	O60894	RAMP1_HUMAN	RAMP1
9606.ENSP00000254667	P23469	PTPRE_HUMAN	PTPRE
9606.ENSP00000254730	P57772	SELB_HUMAN	EEFSEC SELB
9606.ENSP00000254940	Q9Y221	NIP7_HUMAN	NIP7 CGI-37 HSPC031 HSPC180 OK/SW-cl.76 OK/SW-cl.78
9606.ENSP00000254976	P60880	SNP25_HUMAN	SNAP25 SNAP
9606.ENSP00000255006	Q8WYP3	RIN2_HUMAN	RIN2 RASSF4
9606.ENSP00000255120	P49321	NASP_HUMAN	NASP
9606.ENSP00000255194	O00203	AP3B1_HUMAN	AP3B1 ADTB3A
9606.ENSP00000255198	Q96IU2	ZBED3_HUMAN	ZBED3
9606.ENSP00000255224	Q9H2B2	SYT4_HUMAN	SYT4 KIAA1342
9606.ENSP00000255448	O15075	DCLK1_HUMAN	DCLK1 DCAMKL1 DCDC3A KIAA0369
9606.ENSP00000255608	Q9BX70	BTBD2_HUMAN	BTBD2
9606.ENSP00000255631	Q9NZL4	HPBP1_HUMAN	HSPBP1 HSPBP PP1845
9606.ENSP00000255681	Q9BQ69	MACD1_HUMAN	MACROD1 LRP16
9606.ENSP00000255882	P42356	PI4KA_HUMAN	PI4KA PIK4 PIK4CA
9606.ENSP00000256015	P62324	BTG1_HUMAN	BTG1
9606.ENSP00000256186	O94851	MICA2_HUMAN	MICAL2 KIAA0750 MICAL2PV1 MICAL2PV2 MICALCL
9606.ENSP00000256190	Q86WG5	MTMRD_HUMAN	SBF2 CMT4B2 KIAA1766 MTMR13
9606.ENSP00000256196	P62070	RRAS2_HUMAN	RRAS2 TC21
9606.ENSP00000256339	Q9P2D8	UNC79_HUMAN	UNC79 KIAA1409
9606.ENSP00000256343	Q9H7T0	CTSRB_HUMAN	CATSPERB C14orf161
9606.ENSP00000256366	P57105	SYJ2B_HUMAN	SYNJ2BP OMP25
9606.ENSP00000256383	P05198	IF2A_HUMAN	EIF2S1 EIF2A
9606.ENSP00000256398	Q9H9T3	ELP3_HUMAN	ELP3
9606.ENSP00000256433	Q9Y5U9	IR3IP_HUMAN	IER3IP1 HSPC039
9606.ENSP00000256443	P50613	CDK7_HUMAN	CDK7 CAK CAK1 CDKN7 MO15 STK1
9606.ENSP00000256447	Q99467	CD180_HUMAN	CD180 LY64 RP105
9606.ENSP00000256496	Q9NVJ2	ARL8B_HUMAN	ARL8B ARL10C GIE1
9606.ENSP00000256538	Q7L8W6	DPH6_HUMAN	DPH6 ATPBD4
9606.ENSP00000256545	Q9NPA0	EMC7_HUMAN	EMC7 C11orf3 C15orf24 HT022 UNQ905/PRO1926
9606.ENSP00000256578	Q01433	AMPD2_HUMAN	AMPD2
9606.ENSP00000256637	Q99523	SORT_HUMAN	SORT1
9606.ENSP00000256646	Q04721	NOTC2_HUMAN	NOTCH2
9606.ENSP00000256722	Q5EBM0	CMPK2_HUMAN	CMPK2
9606.ENSP00000256759	P19883	FST_HUMAN	FST
9606.ENSP00000256906	Q9H3N8	HRH4_HUMAN	HRH4 GPCR105
9606.ENSP00000256935	Q92608	DOCK2_HUMAN	DOCK2 KIAA0209
9606.ENSP00000256953	Q96A58	RERG_HUMAN	RERG
9606.ENSP00000256996	Q92466	DDB2_HUMAN	DDB2
9606.ENSP00000256997	P11117	PPAL_HUMAN	ACP2
9606.ENSP00000257118	Q8IXK0	PHC2_HUMAN	PHC2 EDR2 PH2
9606.ENSP00000257189	P32926	DSG3_HUMAN	DSG3 CDHF6
9606.ENSP00000257245	P62072	TIM10_HUMAN	TIMM10 TIM10
9606.ENSP00000257264	P20061	TCO1_HUMAN	TCN1 TC1
9606.ENSP00000257430	P25054	APC_HUMAN	APC DP2.5
9606.ENSP00000257527	Q9H013	ADA19_HUMAN	ADAM19 MLTNB FKSG34
9606.ENSP00000257549	P20132	SDHL_HUMAN	SDS SDH
9606.ENSP00000257566	O15119	TBX3_HUMAN	TBX3
9606.ENSP00000257570	Q15646	OASL_HUMAN	OASL TRIP14
9606.ENSP00000257600	Q86Y01	DTX1_HUMAN	DTX1
9606.ENSP00000257749	Q9BYV9	BACH2_HUMAN	BACH2
9606.ENSP00000257770	P21589	5NTD_HUMAN	NT5E NT5 NTE
9606.ENSP00000257836	Q9BZD6	TMG4_HUMAN	PRRG4 PRGP4 TMG4
9606.ENSP00000257861	O75366	AVIL_HUMAN	AVIL
9606.ENSP00000257909	Q12815	TROAP_HUMAN	TROAP
9606.ENSP00000257915	Q12800	TFCP2_HUMAN	TFCP2 LSF SEF
9606.ENSP00000257981	Q9ULD8	KCNH3_HUMAN	KCNH3 KIAA1282
9606.ENSP00000258091	Q99832	TCPH_HUMAN	CCT7 CCTH NIP7-1
9606.ENSP00000258105	Q96EL3	RM53_HUMAN	MRPL53
9606.ENSP00000258106	Q04741	EMX1_HUMAN	EMX1
9606.ENSP00000258111	Q86W47	KCMB4_HUMAN	KCNMB4
9606.ENSP00000258149	Q00987	MDM2_HUMAN	MDM2
9606.ENSP00000258169	Q99547	MPH6_HUMAN	MPHOSPH6 MPP6
9606.ENSP00000258201	Q9Y613	FHOD1_HUMAN	FHOD1 FHOS FHOS1
9606.ENSP00000258301	O43752	STX6_HUMAN	STX6
9606.ENSP00000258341	P11047	LAMC1_HUMAN	LAMC1 LAMB2
9606.ENSP00000258383	Q9H9J2	RM44_HUMAN	MRPL44
9606.ENSP00000258411	Q9GZT5	WN10A_HUMAN	WNT10A
9606.ENSP00000258415	Q02318	CP27A_HUMAN	CYP27A1 CYP27
9606.ENSP00000258416	O60573	IF4E2_HUMAN	EIF4E2 EIF4EL3
9606.ENSP00000258424	P10606	COX5B_HUMAN	COX5B
9606.ENSP00000258443	Q9UNE0	EDAR_HUMAN	EDAR DL
9606.ENSP00000258455	P82933	RT09_HUMAN	MRPS9 RPMS9
9606.ENSP00000258456	Q9Y5Y3	GPR45_HUMAN	GPR45
9606.ENSP00000258499	Q9H0E7	UBP44_HUMAN	USP44
9606.ENSP00000258526	O60486	PLXC1_HUMAN	PLXNC1 VESPR
9606.ENSP00000258538	Q96JW4	S41A2_HUMAN	SLC41A2
9606.ENSP00000258654	Q96JB2	COG3_HUMAN	COG3 SEC34
9606.ENSP00000258729	O00425	IF2B3_HUMAN	IGF2BP3 IMP3 KOC1 VICKZ3
9606.ENSP00000258787	B0I1T2	MYO1G_HUMAN	MYO1G HA2
9606.ENSP00000258886	P48200	IREB2_HUMAN	IREB2
9606.ENSP00000258930	O75838	CIB2_HUMAN	CIB2 KIP2
9606.ENSP00000258962	Q07955	SRSF1_HUMAN	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3
9606.ENSP00000259037	O43674	NDUB5_HUMAN	NDUFB5
9606.ENSP00000259089	P51451	BLK_HUMAN	BLK
9606.ENSP00000259241	O60243	H6ST1_HUMAN	HS6ST1 HS6ST
9606.ENSP00000259253	Q9NYU2	UGGG1_HUMAN	UGGT1 GT UGCGL1 UGGT UGT1 UGTR
9606.ENSP00000259254	P04921	GLPC_HUMAN	GYPC GLPC GPC
9606.ENSP00000259339	O14657	TOR1B_HUMAN	TOR1B DQ1 FKSG18
9606.ENSP00000259400	P56962	STX17_HUMAN	STX17
9606.ENSP00000259455	O75899	GABR2_HUMAN	GABBR2 GPR51 GPRC3B
9606.ENSP00000259457	Q99436	PSB7_HUMAN	PSMB7 Z
9606.ENSP00000259469	P42766	RL35_HUMAN	RPL35
9606.ENSP00000259486	Q13822	ENPP2_HUMAN	ENPP2 ATX PDNP2
9606.ENSP00000259512	Q9BUN8	DERL1_HUMAN	DERL1 DER1 UNQ243/PRO276
9606.ENSP00000259605	Q9H0F5	RNF38_HUMAN	RNF38
9606.ENSP00000259632	O75935	DCTN3_HUMAN	DCTN3 DCTN22
9606.ENSP00000259711	Q9H1H9	KI13A_HUMAN	KIF13A RBKIN
9606.ENSP00000259750	Q5TCY1	TTBK1_HUMAN	TTBK1 BDTK KIAA1855
9606.ENSP00000259782	Q9UJW2	TINAG_HUMAN	TINAG
9606.ENSP00000259870	Q6UXA7	CF015_HUMAN	C6orf15 STG UNQ1840/PRO3566
9606.ENSP00000259915	Q01860	PO5F1_HUMAN	POU5F1 OCT3 OCT4 OTF3
9606.ENSP00000259939	Q7Z419	R144B_HUMAN	RNF144B IBRDC2 P53RFP
9606.ENSP00000259951	P30511	HLAF_HUMAN	HLA-F HLA-5.4 HLAF
9606.ENSP00000259989	Q9BYJ0	FGFP2_HUMAN	FGFBP2 KSP37 UNQ425/PRO1065
9606.ENSP00000260010	O60603	TLR2_HUMAN	TLR2 TIL4
9606.ENSP00000260126	Q9H2Y9	SO5A1_HUMAN	SLCO5A1 OATP5A1 SLC21A15
9606.ENSP00000260128	Q8IWU6	SULF1_HUMAN	SULF1 KIAA1077
9606.ENSP00000260197	Q92673	SORL_HUMAN	SORL1 C11orf32
9606.ENSP00000260210	Q9BRD0	BUD13_HUMAN	BUD13
9606.ENSP00000260247	Q9BTE7	DCNL5_HUMAN	DCUN1D5 SCCRO5
9606.ENSP00000260257	Q9BRP7	FDXA1_HUMAN	FDXACB1
9606.ENSP00000260283	Q9P2F6	RHG20_HUMAN	ARHGAP20 KIAA1391
9606.ENSP00000260356	P07996	TSP1_HUMAN	THBS1 TSP TSP1
9606.ENSP00000260385	Q96TC7	RMD3_HUMAN	RMDN3 FAM82A2 FAM82C PTPIP51 hucep-10 UNQ3122/PRO10274
9606.ENSP00000260402	Q00722	PLCB2_HUMAN	PLCB2
9606.ENSP00000260408	O14672	ADA10_HUMAN	ADAM10 KUZ MADM
9606.ENSP00000260443	Q9UHA3	RLP24_HUMAN	RSL24D1 C15orf15 RPL24L My024
9606.ENSP00000260563	O00442	RTCA_HUMAN	RTCA RPC RPC1 RTC1 RTCD1
9606.ENSP00000260665	P42704	LPPRC_HUMAN	LRPPRC LRP130
9606.ENSP00000260762	Q8TAG9	EXOC6_HUMAN	EXOC6 SEC15A SEC15L SEC15L1
9606.ENSP00000260818	O75165	DJC13_HUMAN	DNAJC13 KIAA0678 RME8
9606.ENSP00000260947	Q99728	BARD1_HUMAN	BARD1
9606.ENSP00000260950	O14793	GDF8_HUMAN	MSTN GDF8
9606.ENSP00000260953	Q9NRN9	METL5_HUMAN	METTL5 DC3 HSPC133
9606.ENSP00000260983	Q9P2P5	HECW2_HUMAN	HECW2 KIAA1301 NEDL2
9606.ENSP00000261015	Q9GZL7	WDR12_HUMAN	WDR12
9606.ENSP00000261023	P06756	ITAV_HUMAN	ITGAV MSK8 VNRA VTNR
9606.ENSP00000261037	P27658	CO8A1_HUMAN	COL8A1 C3orf7
9606.ENSP00000261183	Q9BZF1	OSBL8_HUMAN	OSBPL8 KIAA1451 ORP8 OSBP10
9606.ENSP00000261187	O60669	MOT2_HUMAN	SLC16A7 MCT2
9606.ENSP00000261205	P21579	SYT1_HUMAN	SYT1 SVP65 SYT
9606.ENSP00000261254	P30279	CCND2_HUMAN	CCND2
9606.ENSP00000261275	O60320	EREP2_HUMAN	ENTREP2 FAM189A1 KIAA0574 TMEM228
9606.ENSP00000261303	P62191	PRS4_HUMAN	PSMC1
9606.ENSP00000261304	P54803	GALC_HUMAN	GALC
9606.ENSP00000261313	P30086	PEBP1_HUMAN	PEBP1 PBP PEBP
9606.ENSP00000261340	Q9UHP7	CLC2D_HUMAN	CLEC2D CLAX LLT1 OCIL
9606.ENSP00000261368	Q9Y6H5	SNCAP_HUMAN	SNCAIP
9606.ENSP00000261374	Q9Y278	HS3S2_HUMAN	HS3ST2 3OST2 UNQ2442/PRO5004
9606.ENSP00000261381	Q86Y38	XYLT1_HUMAN	XYLT1 XT1
9606.ENSP00000261402	O60285	NUAK1_HUMAN	NUAK1 ARK5 KIAA0537 OMPHK1
9606.ENSP00000261405	P04275	VWF_HUMAN	VWF F8VWF
9606.ENSP00000261439	Q86TI0	TBCD1_HUMAN	TBC1D1 KIAA1108
9606.ENSP00000261475	Q969Q6	P2R3C_HUMAN	PPP2R3C C14orf10 G5PR
9606.ENSP00000261479	P60900	PSA6_HUMAN	PSMA6 PROS27
9606.ENSP00000261486	Q9HCS5	E41LA_HUMAN	EPB41L4A EPB41L4
9606.ENSP00000261497	Q9UPT9	UBP22_HUMAN	USP22 KIAA1063 USP3L
9606.ENSP00000261503	Q5M775	CYTSB_HUMAN	SPECC1 CYTSB NSP5
9606.ENSP00000261514	P51790	CLCN3_HUMAN	CLCN3
9606.ENSP00000261517	Q709C8	VP13C_HUMAN	VPS13C KIAA1421
9606.ENSP00000261523	P35398	RORA_HUMAN	RORA NR1F1 RZRA
9606.ENSP00000261531	Q13573	SNW1_HUMAN	SNW1 SKIIP SKIP
9606.ENSP00000261556	Q9NX78	TM260_HUMAN	TMEM260 C14orf101
9606.ENSP00000261574	O00410	IPO5_HUMAN	IPO5 KPNB3 RANBP5
9606.ENSP00000261590	Q14126	DSG2_HUMAN	DSG2 CDHF5
9606.ENSP00000261652	O14836	TR13B_HUMAN	TNFRSF13B TACI
9606.ENSP00000261667	O00505	IMA4_HUMAN	KPNA3 QIP2
9606.ENSP00000261700	Q9Y224	RTRAF_HUMAN	RTRAF C14orf166 CGI-99
9606.ENSP00000261712	O00231	PSD11_HUMAN	PSMD11
9606.ENSP00000261726	O14529	CUX2_HUMAN	CUX2 CUTL2 KIAA0293
9606.ENSP00000261733	P05091	ALDH2_HUMAN	ALDH2 ALDM
9606.ENSP00000261735	P30040	ERP29_HUMAN	ERP29 C12orf8 ERP28
9606.ENSP00000261745	Q14CX7	NAA25_HUMAN	NAA25 C12orf30 MDM20 NAP1
9606.ENSP00000261776	Q08AM6	VAC14_HUMAN	VAC14 TAX1BP2 TRX
9606.ENSP00000261799	P09619	PGFRB_HUMAN	PDGFRB PDGFR PDGFR1
9606.ENSP00000261811	Q9H1C7	CYTM1_HUMAN	CYSTM1 C5orf32 ORF1-FL49
9606.ENSP00000261837	O14775	GNB5_HUMAN	GNB5
9606.ENSP00000261889	Q13596	SNX1_HUMAN	SNX1
9606.ENSP00000261890	P62491	RB11A_HUMAN	RAB11A RAB11
9606.ENSP00000261891	Q9UIK4	DAPK2_HUMAN	DAPK2
9606.ENSP00000261917	Q9Y3Q4	HCN4_HUMAN	HCN4
9606.ENSP00000261937	P35916	VGFR3_HUMAN	FLT4 VEGFR3
9606.ENSP00000261942	Q96CS3	FAF2_HUMAN	FAF2 ETEA KIAA0887 UBXD8 UBXN3B
9606.ENSP00000261965	Q96CW5	GCP3_HUMAN	TUBGCP3 GCP3
9606.ENSP00000261973	P49756	RBM25_HUMAN	RBM25 RNPC7
9606.ENSP00000261980	P58304	VSX2_HUMAN	VSX2 CHX10 HOX10
9606.ENSP00000262027	P56192	SYMC_HUMAN	MARS1 MARS
9606.ENSP00000262030	P06576	ATPB_HUMAN	ATP5F1B ATP5B ATPMB ATPSB
9606.ENSP00000262039	Q8NEB9	PK3C3_HUMAN	PIK3C3 VPS34
9606.ENSP00000262094	O00194	RB27B_HUMAN	RAB27B
9606.ENSP00000262101	P21757	MSRE_HUMAN	MSR1 SCARA1
9606.ENSP00000262102	Q9ULD2	MTUS1_HUMAN	MTUS1 ATBP ATIP GK1 KIAA1288 MTSG1
9606.ENSP00000262113	P54296	MYOM2_HUMAN	MYOM2
9606.ENSP00000262134	Q7L5N7	PCAT2_HUMAN	LPCAT2 AGPAT11 AYTL1
9606.ENSP00000262160	Q15796	SMAD2_HUMAN	SMAD2 MADH2 MADR2
9606.ENSP00000262177	O75190	DNJB6_HUMAN	DNAJB6 HSJ2 MRJ MSJ1
9606.ENSP00000262186	Q12809	KCNH2_HUMAN	KCNH2 ERG ERG1 HERG
9606.ENSP00000262187	Q15382	RHEB_HUMAN	RHEB RHEB2
9606.ENSP00000262193	P20618	PSB1_HUMAN	PSMB1 PSC5
